project_slug,project_name,symbol,category,market_cap_usd,price_usd,ico_price_usd,ico_roi,total_invested,invest_mcap_ratio,first_valuation,last_valuation,funds_count,top_funds
schuman-financial,Schuman Financial,EUROP,Stablecoin,,,,,7360000.0,,73600000,73600000,10,"Nexo ($736,000); RockawayX ($736,000); Kraken ($736,000); Gnosis ($736,000); Daedalus ($736,000)"
cointel,Cointel,COLS,Multi-Chain Platform,,0.01506,,,7400000.0,,74000000,74000000,2,"Avalanche Foundation ($3,700,000); Sugafam Inc. ($3,700,000)"
mangrove-ico,Mangrove,,,,,,,7400000.0,,74000000,74000000,4,"Greenfield Capital ($1,850,000); Cumberland ($1,850,000); CMT Digital ($1,850,000); gumi Cryptos Capital ($1,850,000)"
tangany,Tangany,,Finance,,,,,19090000.0,,74500000,116400000,6,"Nauta Capital ($4,811,333); High-Tech Grunderfonds ($4,811,333); Philipp Treuner ($2,483,333); Heliad AG ($2,328,000); Elevator Ventures ($2,328,000)"
dinari,Dinari,,Finance,,,,,30200000.0,,75000000,127000000,12,"Version One Ventures ($3,250,000); Balaji Srinivasan ($3,250,000); 500 Global ($3,250,000); Sancus Ventures ($3,250,000); Blockchange Ventures ($2,540,000)"
taproot-wizards,Taproot Wizards,,Meme,,,,,37500000.0,,75000000,300000000,9,"Standard Crypto ($6,071,429); Collider Ventures ($6,071,429); Geometry DAO ($6,071,429); Newman Capital ($6,071,429); cyber Fund ($5,000,000)"
concrete-protocol,Concrete Protocol,,Protocol,,,,,16999999.999999993,,75000000,95000000,35,"Portal Ventures ($989,967); Hypersphere Ventures ($576,923); Tribe Capital ($576,923); Hashed ($576,923); Kronos Research ($576,923)"
hive-2,Hive,,Infrastructure,,,,,20500000.0,,75000000,130000000,7,"OneRagtime ($7,750,000); SC Ventures ($6,500,000); Global Ventures ($1,250,000); LeFonds ($1,250,000); Tom Glocer ($1,250,000)"
mezo,Mezo,,Blockchain,,,,,28500000.0,,210000000,75000000,13,"Multicoin Capital ($5,250,000); Pantera Capital ($5,250,000); Hack VC ($5,250,000); Draper Associates ($5,250,000); ArkStream Capital ($833,333)"
sending-network,Sending Network,,Blockchain Service,,,,,7499999.999999998,,75000000,75000000,7,"Balaji Srinivasan ($1,071,429); Gabby Dizon ($1,071,429); Web3.com Ventures ($1,071,429); Galxe ($1,071,429); Symbolic Capital ($1,071,429)"
turnkey,Turnkey,,Blockchain Service,,,,,52500000.0,,75000000,300000000,14,"Variant ($8,750,000); Sequoia Capital ($8,750,000); Galaxy ($6,250,000); Faction ($6,250,000); Bain Capital Crypto ($5,000,000)"
cartridge,Cartridge,,Gaming,,,,,7499999.999999998,,75000000,75000000,7,"Fabric Ventures ($1,071,429); Primitive Ventures ($1,071,429); BITKRAFT Ventures ($1,071,429); Dune Ventures ($1,071,429); StarkWare Industries ($1,071,429)"
genlayer,GenLayer,,Blockchain,,,,,7499999.999999998,,75000000,75000000,7,"Arrington Capital ($1,071,429); Node Capital ($1,071,429); North Island Ventures ($1,071,429); Maelstrom ($1,071,429); WAGMI Ventures ($1,071,429)"
sorella,Sorella,,DeFi,,,,,7500000.0,,75000000,75000000,5,"Paradigm ($1,500,000); Robot Ventures ($1,500,000); Nascent ($1,500,000); Uniswap ($1,500,000); Bankless ($1,500,000)"
pond,Pond,,Blockchain Service,,,,,7499999.999999999,,75000000,75000000,22,"Coinbase Ventures ($340,909); Delphi Ventures ($340,909); Santiago Roel Santos ($340,909); PAKA ($340,909); Illia Polosukhin ($340,909)"
brevis-network,Brevis Network,,Zero Knowledge,,,,,7500000.0,,75000000,75000000,6,"Polychain Capital ($1,250,000); YZi Labs (prev Binance Labs) ($1,250,000); IOSG Ventures ($1,250,000); HashKey Capital ($1,250,000); Nomad Capital ($1,250,000)"
gryfyn-ico,Gryfyn,,,,,,,7499999.999999999,,75000000,75000000,9,"Lavender Hill Capital Partners ($833,333); Animoca Brands ($833,333); Mind Fund Group ($833,333); Liberty City Ventures ($833,333); Gabby Dizon ($833,333)"
matchboxdao-ico,MatchboxDAO,,,,,,,7500000.0,,75000000,75000000,20,"Polychain Capital ($375,000); Fabric Ventures ($375,000); Lemniscap ($375,000); 1kx ($375,000); Nascent ($375,000)"
tatsumeeko-ico,Tatsumeeko,MKLN,,,,,,7500000.000000002,,75000000,75000000,18,"Mechanism Capital ($416,667); Delphi Digital (Delphi Labs) ($416,667); DeFiance Capital ($416,667); Dialectic Capital ($416,667); YZi Labs (prev Binance Labs) ($416,667)"
dynamic-ico,Dynamic,,,,,,,21000000.0,,75000000,135000000,12,"Breyer Capital ($3,083,333); Andreessen Horowitz (a16z) ($3,083,333); Castle Island Ventures ($3,083,333); Joe Lau ($2,250,000); Founders Fund ($2,250,000)"
quadrata-ico,Quadrata,,,,,,,7500000.0,,75000000,75000000,10,"Dragonfly Capital ($750,000); GreatPoint Ventures ($750,000); GSR Ventures ($750,000); Balaji Srinivasan ($750,000); Ryan Selkis ($750,000)"
tres-finance,Tres Finance,,Blockchain Service,,,,,18600000.0,,76000000,110000000,10,"New Form Capital ($3,835,714); Ambush Capital ($2,750,000); Faction ($2,750,000); cyber Fund ($2,750,000); F2 Venture Capital ($1,085,714)"
superlogic,Superlogic,,Marketing,,,,,21299999.999999993,,76000000,200000000,16,"Nima Capital ($2,320,513); Sangha Capital ($2,320,513); Amex Ventures ($2,320,513); ChainLink Capital Management ($1,266,667); 10SQ Capital ($1,266,667)"
satflow,Satflow,,DeFi,,,,,7600000.0,,76000000,76000000,16,"Asymmetric ($475,000); Hash3 ($475,000); Bitcoin Frontier Fund ($475,000); UTXO Management ($475,000); domo ($475,000)"
pluralis-research,Pluralis Research,,Blockchain Service,,,,,7599999.999999998,,76000000,76000000,9,"Union Square Ventures ($844,444); Variant ($844,444); CoinFund ($844,444); Balaji Srinivasan ($844,444); Bodhi Ventures ($844,444)"
liquid,Liquid,,DEX,,,,,7599999.999999999,,76000000,76000000,7,"Paradigm ($1,085,714); General Catalyst ($1,085,714); Eric Wu ($1,085,714); Ashwin Ramachandran ($1,085,714); Alpen Capital (Prev. Comfy Capital) ($1,085,714)"
thalex-ico,Thalex,,,,,,,7639999.999999999,,76400000,76400000,6,"Wintermute ($1,273,333); QCP Capital ($1,273,333); Bitfinex ($1,273,333); Bitstamp ($1,273,333); Flow Traders ($1,273,333)"
account-labs,Account Labs,,Blockchain Service,,,,,7700000.0,,77000000,77000000,3,"Amber Group ($2,566,667); Qiming Venture Partners ($2,566,667); MixMarvel DAO Venture ($2,566,667)"
yeet-2,Yeet,,Gambling,,,,,7750000.000000002,,77500000,77500000,11,"Dragonfly Capital ($704,545); Luca Netz ($704,545); Bryan Pellegrino ($704,545); Farokh Sarmad ($704,545); Primitive Ventures ($704,545)"
rd-technologies,RD Technologies,,Finance,,,,,47800000.0,,78000000,400000000,12,"Hivemind Capital Partners ($7,641,667); HongShan (ex-Sequoia China) ($7,641,667); Matrixport ($6,666,667); Immutable Capital ($6,666,667); Zhongwan International ($6,666,667)"
grove,Grove,,Infrastructure,,,,,7900000.0,,79000000,79000000,3,"Placeholder ($2,633,333); Avon Ventures ($2,633,333); Druid Ventures ($2,633,333)"
stokr,STOKR,,Finance,,,,,7980000.0,,79800000,79800000,1,"Fulgur Ventures ($7,980,000)"
over-protocol,OverProtocol,OVER,Blockchain,,0.005243,,,8000000.0,,80000000,80000000,5,"DSC Investment ($1,600,000); Spring Camp ($1,600,000); Schmidt ($1,600,000); Netmarble ($1,600,000); NAVER Z ($1,600,000)"
openverse-network,Openverse Network,,Infrastructure,,6.847,,,19000000.0,,110000000,80000000,10,"DuckDAO ($2,750,000); Castrum Capital ($2,750,000); Asva Capital ($2,750,000); TB Ventures (TBV) ($2,750,000); Becker Ventures ($1,333,333)"
bikerush,Bikerush,BRT,Move To Earn,,8.3e-07,,,8000000.0,,50000000,50000000,1,"Link VC ($8,000,000)"
tableland,Tableland,tableland,Blockchain Service,,,,,7999999.999999999,,80000000,80000000,6,"Protocol Labs ($1,333,333); CoinFund ($1,333,333); Betaworks ($1,333,333); BlueYard ($1,333,333); a_capital ($1,333,333)"
tea,Tea,,Blockchain Service,,,,,16900000.0,,80000000,89000000,14,"Acuitas Group Holdings ($1,780,000); Betaworks ($1,780,000); Round 13 Digital Asset Fund ($1,780,000); WAX ($1,780,000); StrongBlock ($1,780,000)"
tangem,Tangem,,Wallet,,,,,8000000.0,,80000000,80000000,1,"Shima Capital ($8,000,000)"
absolute-labs,Absolute Labs,ABS,Blockchain Service,,,,,8000000.0,,80000000,80000000,10,"Samsung NEXT ($800,000); Alpha Praetorian Capital ($800,000); The Luxury Fund ($800,000); NEAR Foundation ($800,000); MoonPay ($800,000)"
hogwarts-labs,Hogwarts Labs,,Blockchain Service,,,,,8000000.000000003,,80000000,80000000,14,"NGC Ventures ($571,429); Everest Ventures ($571,429); SevenX Ventures ($571,429); Matrix Partners ($571,429); Sky9 ($571,429)"
bluesky,Bluesky,,Social,,,,,36000000.0,,130000000,150000000,12,"Jack Dorsey ($13,000,000); Blockchain Capital ($3,750,000); True Ventures ($3,750,000); SevenX Ventures ($3,750,000); Alumni Ventures ($3,750,000)"
trident-digital,Trident Digital,,Finance,,,,,8000000.0,,80000000,80000000,5,"CMT Digital ($1,600,000); White Star Capital ($1,600,000); New Form Capital ($1,600,000); Joint Effects ($1,600,000); Permit Ventures ($1,600,000)"
age-of-dino,Age of Dino,,Gaming,,,,,8000000.0,,80000000,80000000,8,"Animoca Brands ($1,000,000); HashKey Capital ($1,000,000); Sanctor Capital ($1,000,000); SevenX Ventures ($1,000,000); GSR Markets (GSR) ($1,000,000)"
tally,Tally,,Governance,,,,,8000000.0,,80000000,80000000,3,"Blockchain Capital ($2,666,667); AppWorks ($2,666,667); Bitgo ($2,666,667)"
aera,Aera,,Blockchain Service,,,,,8000000.0,,80000000,80000000,2,"Bain Capital Ventures ($4,000,000); Jump Trading ($4,000,000)"
modhaus,Modhaus,,Social,,,,,8000000.0,,80000000,80000000,5,"Sfermion ($1,600,000); Foresight Ventures ($1,600,000); KDDI ($1,600,000); SM Culture Partners ($1,600,000); Laguna Investment ($1,600,000)"
pixelmon,Pixelmon,,Gaming,,,,,8000000.0,,80000000,80000000,10,"Animoca Brands ($800,000); Delphi Digital (Delphi Labs) ($800,000); BitScale Capital ($800,000); Amber Group ($800,000); Foresight Ventures ($800,000)"
clique,Clique,,Infrastructure,,,,,7999999.999999996,,80000000,80000000,18,"Polychain Capital ($444,444); Robot Ventures ($444,444); Santiago Roel Santos ($444,444); Balaji Srinivasan ($444,444); Scott Moore ($444,444)"
owlto-finance,Owlto Finance,,Blockchain Service,,,,,8000000.000000003,,80000000,80000000,14,"x21 Digital ($571,429); SNZ Holding ($571,429); Bixin Ventures ($571,429); Blocore ($571,429); GSR Markets (GSR) ($571,429)"
anchorzero,AnchorZero,,Blockchain Service,,,,,8000000.0,,80000000,80000000,7,"Robot Ventures ($1,142,857); Ethereal Ventures ($1,142,857); Mischief ($1,142,857); Spark Capital ($1,142,857); Bain Capital Crypto ($1,142,857)"
autoverse-studios,Autoverse Studios,,Gaming,,,,,8000000.0,,80000000,80000000,8,"Side Door Ventures ($1,000,000); Saison Capital ($1,000,000); Ocular VC ($1,000,000); LiquidX ($1,000,000); MCE Group ($1,000,000)"
castile,CASTILE,,Gaming,,,,,8000000.0,,80000000,80000000,4,"HashKey Capital ($2,000,000); OKX Ventures ($2,000,000); SevenX Ventures ($2,000,000); Aptos ($2,000,000)"
pharos-2,Pharos,,Blockchain,,,,,8000000.0,,80000000,80000000,9,"Chorus One ($888,889); SNZ Holding ($888,889); Hack VC ($888,889); MH Ventures ($888,889); Hash Global ($888,889)"
nodego,NodeGo,,Infrastructure,,,,,8000000.0,,80000000,80000000,1,"Hash Capital ($8,000,000)"
boinkers,Boinkers,BOINK,Gaming,,,,,8000000.0,,80000000,80000000,2,"NFX ($4,000,000); a16z speedrun ($4,000,000)"
warlock,Warlock,,DeFi,,,,,8000000.0,,80000000,80000000,8,"Polychain Capital ($1,000,000); TRGC ($1,000,000); Reciprocal Ventures ($1,000,000); Ambush Capital ($1,000,000); Ivangbi ($1,000,000)"
terminal-3,Terminal 3,,Blockchain Service,,,,,8000000.0,,80000000,80000000,10,"Animoca Brands ($800,000); Hard Yaka ($800,000); CMCC Global ($800,000); Progression Fund ($800,000); Cherubic Ventures ($800,000)"
rally,Rally,,Social,,,,,8000000.0,,80000000,80000000,5,"Crypto.com ($1,600,000); 6MV (6th Man Ventures) ($1,600,000); Collab+Currency ($1,600,000); B Capital Group ($1,600,000); Hannah Grey ($1,600,000)"
nexbridge,NEXBRIDGE,,Finance,,,,,8000000.0,,80000000,80000000,1,"Fulgur Ventures ($8,000,000)"
mecka-ai,Mecka.AI,,Infrastructure,,,,,8000000.0,,80000000,80000000,10,"Framework Ventures ($800,000); Mechanism Capital ($800,000); SV Angel ($800,000); Jason Choi ($800,000); Offline Ventures ($800,000)"
bulk,BULK,,DEX,,,,,8000000.000000001,,80000000,80000000,12,"Robot Ventures ($666,667); Wintermute ($666,667); 6MV (6th Man Ventures) ($666,667); Chapter One Ventures ($666,667); Mirana Ventures ($666,667)"
depinsim,Depinsim,,DePIN,,,,,8000000.0,,80000000,80000000,7,"Outlier Ventures ($1,142,857); Mask Network ($1,142,857); Bitrise Capital ($1,142,857); MYIE VC ($1,142,857); DWF Labs ($1,142,857)"
standard-money,Standard Money,,DeFi,,,,,8000000.0,,80000000,80000000,4,"YZi Labs (prev Binance Labs) ($2,000,000); Animoca Brands ($2,000,000); Crypto.com ($2,000,000); Gate.io ($2,000,000)"
rift,Rift,,DEX,,,,,8000000.0,,80000000,80000000,1,"Paradigm ($8,000,000)"
blocksec-ico,BlockSec,,,,,,,8000000.0,,80000000,80000000,4,"Matrix Partners ($2,000,000); Mirana Ventures ($2,000,000); VitalBridge Capital ($2,000,000); CoinSummer ($2,000,000)"
lolli-ico,Lolli,,,,,,,8000000.0,,80000000,80000000,16,"Sfermion ($500,000); Hypersphere Ventures ($500,000); BITKRAFT Ventures ($500,000); Seven Seven Six ($500,000); Newman Capital ($500,000)"
slope-ico,Slope,SLOPE,,,,,,8000000.0,,80000000,80000000,8,"Circle Ventures ($1,000,000); Sam Altman ($1,000,000); HTX Ventures (previously Huobi Ventures) ($1,000,000); Spark Digital Capital ($1,000,000); Solana Ventures ($1,000,000)"
floor-ico,Floor,,,,,,,8000000.0,,80000000,80000000,5,"Crypto.com ($1,600,000); 6MV (6th Man Ventures) ($1,600,000); Collab+Currency ($1,600,000); B Capital Group ($1,600,000); Hannah Grey ($1,600,000)"
crown-2,Crown,,Finance,,,,,21600000.0,,81000000,90000000,7,"Paradigm ($13,500,000); Coinbase Ventures ($1,350,000); Framework Ventures ($1,350,000); Valor Capital Group ($1,350,000); Norte Ventures ($1,350,000)"
spherex,SphereX,,Blockchain Service,,,,,8200000.0,,24000000,24000000,4,"Aleph ($2,050,000); Fabric Ventures ($2,050,000); Pillar VC ($2,050,000); Mensch Capital Partners ($2,050,000)"
cube3,Cube3,,Blockchain Service,,,,,8200000.0,,82000000,82000000,5,"Blockchange Ventures ($1,640,000); Hypersphere Ventures ($1,640,000); TA ventures ($1,640,000); Symbolic Capital ($1,640,000); Dispersion Capital ($1,640,000)"
geeiq,Geeiq,,Metaverse,,,,,8200000.0,,82000000,82000000,2,"GFR Fund ($4,100,000); YFM Equity Partners ($4,100,000)"
nexity-network,Nexity Network,NXT,Infrastructure,,,,,8200000.0,,82000000,82000000,1,"Rollman Management ($8,200,000)"
privy,Privy,,Web 3.0,,,,,41299999.999999985,,83000000,150000000,14,"Paradigm ($6,711,364); BlueYard ($6,711,364); Sequoia Capital ($4,636,364); Archetype ($3,711,364); Coinbase Ventures ($3,000,000)"
cytonic,Cytonic,,Blockchain,,,,,8299999.999999999,,83000000,83000000,7,"Lemniscap ($1,185,714); Nomura ($1,185,714); Arthur Hayes ($1,185,714); Lyrik Ventures ($1,185,714); Lattice ($1,185,714)"
questbook-ico,Questbook,,,,,,,8299999.999999999,,83000000,83000000,9,"Maneesh Sharma ($922,222); Coinbase Ventures ($922,222); Dragonfly Capital ($922,222); Lemniscap ($922,222); Alameda Research ($922,222)"
zivoe,Zivoe,,DeFi,,,,,8350000.0,,83500000,83500000,3,"Iceberg Capital ($2,783,333); Andrew Keys ($2,783,333); Concave ($2,783,333)"
oneof-ico,OneOf,,,,,,,8399999.999999998,,84000000,84000000,11,"ChainLink ($763,636); Galaxy ($763,636); Sanctor Capital ($763,636); Nima Capital ($763,636); Andromeda Capital ($763,636)"
integral-2,Integral1,Integral,Blockchain Service,,,,,8500000.0,,85000000,85000000,16,"Electric Capital ($531,250); Elad Gil ($531,250); Balaji Srinivasan ($531,250); Diogo Monica ($531,250); Hustle Fund ($531,250)"
zone-2,Zone,,Infrastructure,,,,,8500000.0,,85000000,85000000,6,"Digital Currency Group (DCG) ($1,416,667); Lateral Capital ($1,416,667); Alter Global ($1,416,667); Flourish Ventures ($1,416,667); TLcom Capital ($1,416,667)"
alpen-labs,Alpen Labs,,Infrastructure,,,,,19099999.999999996,,106000000,85000000,26,"Ribbit Capital ($1,364,286); Geometry DAO ($1,364,286); Village Global ($757,143); Robot Ventures ($757,143); Waikit Lau ($757,143)"
sendblocks,SendBlocks,,Infrastructure,,,,,8500000.0,,85000000,85000000,5,"Pitango VC ($1,700,000); StarkWare Industries ($1,700,000); Castle Island Ventures ($1,700,000); Illuminate Financial ($1,700,000); Laser Digital ($1,700,000)"
caliza,Caliza,,Finance,,,,,8500000.0,,85000000,85000000,7,"Kraynos Capital ($1,214,286); Class 5 Global ($1,214,286); Digital Currency Group (DCG) ($1,214,286); Initialized Capital ($1,214,286); Abstract Ventures ($1,214,286)"
opengradient,OpenGradient,,Infrastructure,,,,,8500000.000000002,,85000000,85000000,19,"Coinbase Ventures ($447,368); SV Angel ($447,368); Illia Polosukhin ($447,368); Foresight Ventures ($447,368); Ajit Tripathi ($447,368)"
tinytap-ico,TinyTap,,,,,,,8500000.0,,85000000,85000000,6,"Liberty City Ventures ($1,416,667); Shima Capital ($1,416,667); P2 Ventures ($1,416,667); Kingsway Capital ($1,416,667); HongShan (ex-Sequoia China) ($1,416,667)"
bitquery-2-ico,Bitquery,,,,,,,8499999.999999998,,85000000,85000000,9,"Tenzor Capital ($944,444); OKX Ventures ($944,444); YZi Labs (prev Binance Labs) ($944,444); dao5 ($944,444); DHVC ($944,444)"
midas-2,Midas,,DeFi,,,,,8750000.0,,87500000,87500000,14,"Coinbase Ventures ($625,000); Strobe (Prev. BlockTower Capital) ($625,000); Framework Ventures ($625,000); 6MV (6th Man Ventures) ($625,000); Hack VC ($625,000)"
ennoventure,Ennoventure,,Infrastructure,,,,,8900000.0,,89000000,89000000,2,"Fenice Investment Group ($4,450,000); Tanglin Venture Partners ($4,450,000)"
astra-protocol-2,Astra Protocol,ASTRA,DeFi,,0.0005299,,,109000000.0,,90000000,1000000000,15,"Republic ($100,000,000); HTX Ventures (previously Huobi Ventures) ($642,857); Shima Capital ($642,857); Fundamental Labs ($642,857); Wave Financial Group ($642,857)"
fluence,Fluence,FLT,DePIN,,0.01207,,,8999999.999999998,,90000000,90000000,13,"Polymorphic Capital ($692,308); Peer Ventures ($692,308); StreamingFast ($692,308); Multicoin Capital ($692,308); Alameda Research ($692,308)"
rymedi,Rymedi,,Healthcare,,,,,9000000.0,,90000000,90000000,4,"Blockchange Ventures ($2,250,000); White Star Capital ($2,250,000); Blizzard Fund (Avalanche Ecosystem) ($2,250,000); RW3 Ventures ($2,250,000)"
shadow,Shadow,,Blockchain Service,,,,,9000000.0,,90000000,90000000,6,"Paradigm ($1,500,000); Electric Capital ($1,500,000); Coinbase Ventures ($1,500,000); Uniswap ($1,500,000); Ethereum Foundation ($1,500,000)"
medallion,Medallion,,Blockchain Service,,,,,22700000.0,,90000000,137000000,30,"Third Prime ($1,779,091); The Chernin Group (TCG) ($1,779,091); Coinbase Ventures ($1,370,000); Dragonfly Capital ($1,370,000); Lightspeed Venture Partners ($1,370,000)"
rome-protocol,Rome Protocol,,Infrastructure,,,,,9000000.0,,90000000,90000000,16,"TRGC ($562,500); HashKey Capital ($562,500); Robot Ventures ($562,500); P2 Ventures ($562,500); Santiago Roel Santos ($562,500)"
clusters,Clusters,,Blockchain Service,,,,,9000000.0,,90000000,90000000,8,"Arrington Capital ($1,125,000); Electric Capital ($1,125,000); Variant ($1,125,000); Collab+Currency ($1,125,000); Mask Network ($1,125,000)"
cryptoslam,CryptoSlam,,Blockchain Service,,,,,9000000.0,,90000000,90000000,22,"YZi Labs (prev Binance Labs) ($409,091); Mark Cuban ($409,091); Animoca Brands ($409,091); OKX Ventures ($409,091); P2 Ventures ($409,091)"
daylight-2,Daylight,,DePIN,,,,,84000000.0,,90000000,750000000,12,"Andreessen Horowitz (a16z) ($9,300,000); Framework Ventures ($9,300,000); Lerer Hippeau ($9,300,000); Coinbase Ventures ($7,500,000); M13 ($7,500,000)"
hypernative,Hypernative,,Blockchain Service,,,,,65000000.0,,90000000,400000000,14,"Boldstart Ventures ($11,285,714); IBI Tech Fund ($11,285,714); StepStone Group ($8,000,000); Ten Eleven Ventures ($8,000,000); Ballistic Ventures ($8,000,000)"
