coin,unlock_date,allocation,is_tge,tokens_amount,tokens_percent,usd_amount,price_minus_5d,price_minus_3d,price_minus_1d,price_on_unlock,price_plus_1d,price_plus_3d,price_plus_5d,change_5d_before,change_5d_after,change_total_10d,market_cap,current_price
celestia,2023-10-30,R&D & Ecosystem,True,67000000,6.7,30712800,,,,,,2.5331,2.4221,,,,,0.4586
celestia,2023-10-30,Public Allocation,True,200000000,20,91680000,,,,,,2.5331,2.4221,,,,,0.4586
celestia,2024-10-30,Initial Core Contributors,False,58080000,5.808,26623872,6.14,5.414,5.073,5.228,4.7727,4.5746,4.5214,-14.85342019543974,-13.515684774292271,-26.36156351791531,,0.4586
celestia,2024-10-30,R&D & Ecosystem,False,187600,0.01876,85995.84,6.14,5.414,5.073,5.228,4.7727,4.5746,4.5214,-14.85342019543974,-13.515684774292271,-26.36156351791531,,0.4586
celestia,2024-10-30,Series A&B Round,False,65010000,6.501,29800584,6.14,5.414,5.073,5.228,4.7727,4.5746,4.5214,-14.85342019543974,-13.515684774292271,-26.36156351791531,,0.4586
celestia,2024-10-30,Seed Round,False,52470000,5.247,24052248,6.14,5.414,5.073,5.228,4.7727,4.5746,4.5214,-14.85342019543974,-13.515684774292271,-26.36156351791531,,0.4586
celestia,2024-10-31,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.257,5.153,5.228,4.7727,4.8595,4.7105,4.2775,-9.212478599961942,-10.375678337209557,-18.63229979075518,,0.4586
celestia,2024-10-31,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.257,5.153,5.228,4.7727,4.8595,4.7105,4.2775,-9.212478599961942,-10.375678337209557,-18.63229979075518,,0.4586
celestia,2024-10-31,Series A&B Round,False,361616.44,0.036162,165764.98,5.257,5.153,5.228,4.7727,4.8595,4.7105,4.2775,-9.212478599961942,-10.375678337209557,-18.63229979075518,,0.4586
celestia,2024-10-31,Seed Round,False,291863.01,0.029186,133790.01,5.257,5.153,5.228,4.7727,4.8595,4.7105,4.2775,-9.212478599961942,-10.375678337209557,-18.63229979075518,,0.4586
celestia,2024-11-01,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.414,5.073,4.7727,4.8595,4.5746,4.5214,4.2389,-10.241965275212413,-12.770861199711897,-21.704839305504244,,0.4586
celestia,2024-11-01,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.414,5.073,4.7727,4.8595,4.5746,4.5214,4.2389,-10.241965275212413,-12.770861199711897,-21.704839305504244,,0.4586
celestia,2024-11-01,Series A&B Round,False,361616.44,0.036162,165764.98,5.414,5.073,4.7727,4.8595,4.5746,4.5214,4.2389,-10.241965275212413,-12.770861199711897,-21.704839305504244,,0.4586
celestia,2024-11-01,Seed Round,False,291863.01,0.029186,133790.01,5.414,5.073,4.7727,4.8595,4.5746,4.5214,4.2389,-10.241965275212413,-12.770861199711897,-21.704839305504244,,0.4586
celestia,2024-11-02,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.153,5.228,4.8595,4.5746,4.7105,4.2775,5.133,-11.224529400349299,12.206531718620202,-0.38812342324858484,,0.4586
celestia,2024-11-02,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.153,5.228,4.8595,4.5746,4.7105,4.2775,5.133,-11.224529400349299,12.206531718620202,-0.38812342324858484,,0.4586
celestia,2024-11-02,Series A&B Round,False,361616.44,0.036162,165764.98,5.153,5.228,4.8595,4.5746,4.7105,4.2775,5.133,-11.224529400349299,12.206531718620202,-0.38812342324858484,,0.4586
celestia,2024-11-02,Seed Round,False,291863.01,0.029186,133790.01,5.153,5.228,4.8595,4.5746,4.7105,4.2775,5.133,-11.224529400349299,12.206531718620202,-0.38812342324858484,,0.4586
celestia,2024-11-03,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.073,4.7727,4.5746,4.7105,4.5214,4.2389,5.144,-7.145673171693291,9.202844708629668,1.3995663315592297,,0.4586
celestia,2024-11-03,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.073,4.7727,4.5746,4.7105,4.5214,4.2389,5.144,-7.145673171693291,9.202844708629668,1.3995663315592297,,0.4586
celestia,2024-11-03,Series A&B Round,False,361616.44,0.036162,165764.98,5.073,4.7727,4.5746,4.7105,4.5214,4.2389,5.144,-7.145673171693291,9.202844708629668,1.3995663315592297,,0.4586
celestia,2024-11-03,Seed Round,False,291863.01,0.029186,133790.01,5.073,4.7727,4.5746,4.7105,4.5214,4.2389,5.144,-7.145673171693291,9.202844708629668,1.3995663315592297,,0.4586
celestia,2024-11-04,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.228,4.8595,4.7105,4.5214,4.2775,5.133,,-13.515684774292271,,,,0.4586
celestia,2024-11-04,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.228,4.8595,4.7105,4.5214,4.2775,5.133,,-13.515684774292271,,,,0.4586
celestia,2024-11-04,Series A&B Round,False,361616.44,0.036162,165764.98,5.228,4.8595,4.7105,4.5214,4.2775,5.133,,-13.515684774292271,,,,0.4586
celestia,2024-11-04,Seed Round,False,291863.01,0.029186,133790.01,5.228,4.8595,4.7105,4.5214,4.2775,5.133,,-13.515684774292271,,,,0.4586
celestia,2024-11-05,Initial Core Contributors,False,161534.25,0.016153,74047.3,4.7727,4.5746,4.5214,4.2775,4.2389,5.144,5.483,-10.375678337209557,28.182349503214493,14.882561233683223,,0.4586
celestia,2024-11-05,R&D & Ecosystem,False,183390.32,0.018339,84066.12,4.7727,4.5746,4.5214,4.2775,4.2389,5.144,5.483,-10.375678337209557,28.182349503214493,14.882561233683223,,0.4586
celestia,2024-11-05,Series A&B Round,False,361616.44,0.036162,165764.98,4.7727,4.5746,4.5214,4.2775,4.2389,5.144,5.483,-10.375678337209557,28.182349503214493,14.882561233683223,,0.4586
celestia,2024-11-05,Seed Round,False,291863.01,0.029186,133790.01,4.7727,4.5746,4.5214,4.2775,4.2389,5.144,5.483,-10.375678337209557,28.182349503214493,14.882561233683223,,0.4586
celestia,2024-11-06,Initial Core Contributors,False,161534.25,0.016153,74047.3,4.8595,4.7105,4.2775,4.2389,5.133,,5.569,-12.770861199711897,31.378423647644432,14.60026751723429,,0.4586
celestia,2024-11-06,R&D & Ecosystem,False,183390.32,0.018339,84066.12,4.8595,4.7105,4.2775,4.2389,5.133,,5.569,-12.770861199711897,31.378423647644432,14.60026751723429,,0.4586
celestia,2024-11-06,Series A&B Round,False,361616.44,0.036162,165764.98,4.8595,4.7105,4.2775,4.2389,5.133,,5.569,-12.770861199711897,31.378423647644432,14.60026751723429,,0.4586
celestia,2024-11-06,Seed Round,False,291863.01,0.029186,133790.01,4.8595,4.7105,4.2775,4.2389,5.133,,5.569,-12.770861199711897,31.378423647644432,14.60026751723429,,0.4586
celestia,2024-11-07,Initial Core Contributors,False,161534.25,0.016153,74047.3,4.5746,4.5214,4.2389,5.133,5.144,5.483,5.772,12.206531718620202,12.448860315604913,26.174966117256155,,0.4586
celestia,2024-11-07,R&D & Ecosystem,False,183390.32,0.018339,84066.12,4.5746,4.5214,4.2389,5.133,5.144,5.483,5.772,12.206531718620202,12.448860315604913,26.174966117256155,,0.4586
celestia,2024-11-07,Series A&B Round,False,361616.44,0.036162,165764.98,4.5746,4.5214,4.2389,5.133,5.144,5.483,5.772,12.206531718620202,12.448860315604913,26.174966117256155,,0.4586
celestia,2024-11-07,Seed Round,False,291863.01,0.029186,133790.01,4.5746,4.5214,4.2389,5.133,5.144,5.483,5.772,12.206531718620202,12.448860315604913,26.174966117256155,,0.4586
celestia,2024-11-08,Initial Core Contributors,False,161534.25,0.016153,74047.3,4.7105,4.2775,5.133,5.144,,5.569,5.508,9.202844708629668,7.076205287713838,16.93026218023565,,0.4586
celestia,2024-11-08,R&D & Ecosystem,False,183390.32,0.018339,84066.12,4.7105,4.2775,5.133,5.144,,5.569,5.508,9.202844708629668,7.076205287713838,16.93026218023565,,0.4586
celestia,2024-11-08,Series A&B Round,False,361616.44,0.036162,165764.98,4.7105,4.2775,5.133,5.144,,5.569,5.508,9.202844708629668,7.076205287713838,16.93026218023565,,0.4586
celestia,2024-11-08,Seed Round,False,291863.01,0.029186,133790.01,4.7105,4.2775,5.133,5.144,,5.569,5.508,9.202844708629668,7.076205287713838,16.93026218023565,,0.4586
celestia,2024-11-09,Initial Core Contributors,False,161534.25,0.016153,74047.3,4.5214,4.2389,5.144,,5.483,5.772,5.031,,,11.270845313398501,,0.4586
celestia,2024-11-09,R&D & Ecosystem,False,183390.32,0.018339,84066.12,4.5214,4.2389,5.144,,5.483,5.772,5.031,,,11.270845313398501,,0.4586
celestia,2024-11-09,Series A&B Round,False,361616.44,0.036162,165764.98,4.5214,4.2389,5.144,,5.483,5.772,5.031,,,11.270845313398501,,0.4586
celestia,2024-11-09,Seed Round,False,291863.01,0.029186,133790.01,4.5214,4.2389,5.144,,5.483,5.772,5.031,,,11.270845313398501,,0.4586
celestia,2024-11-10,Initial Core Contributors,False,161534.25,0.016153,74047.3,4.2775,5.133,,5.483,5.569,5.508,4.7718,28.182349503214493,-12.971001276673352,11.555815312682642,,0.4586
celestia,2024-11-10,R&D & Ecosystem,False,183390.32,0.018339,84066.12,4.2775,5.133,,5.483,5.569,5.508,4.7718,28.182349503214493,-12.971001276673352,11.555815312682642,,0.4586
celestia,2024-11-10,Series A&B Round,False,361616.44,0.036162,165764.98,4.2775,5.133,,5.483,5.569,5.508,4.7718,28.182349503214493,-12.971001276673352,11.555815312682642,,0.4586
celestia,2024-11-10,Seed Round,False,291863.01,0.029186,133790.01,4.2775,5.133,,5.483,5.569,5.508,4.7718,28.182349503214493,-12.971001276673352,11.555815312682642,,0.4586
celestia,2024-11-11,Initial Core Contributors,False,161534.25,0.016153,74047.3,4.2389,5.144,5.483,5.569,5.772,5.031,4.9033,31.378423647644432,-11.953672113485368,15.673877656939291,,0.4586
celestia,2024-11-11,R&D & Ecosystem,False,183390.32,0.018339,84066.12,4.2389,5.144,5.483,5.569,5.772,5.031,4.9033,31.378423647644432,-11.953672113485368,15.673877656939291,,0.4586
celestia,2024-11-11,Series A&B Round,False,361616.44,0.036162,165764.98,4.2389,5.144,5.483,5.569,5.772,5.031,4.9033,31.378423647644432,-11.953672113485368,15.673877656939291,,0.4586
celestia,2024-11-11,Seed Round,False,291863.01,0.029186,133790.01,4.2389,5.144,5.483,5.569,5.772,5.031,4.9033,31.378423647644432,-11.953672113485368,15.673877656939291,,0.4586
celestia,2024-11-12,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.133,,5.569,5.772,5.508,4.7718,5.178,12.448860315604913,-10.291060291060296,0.8766803039158373,,0.4586
celestia,2024-11-12,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.133,,5.569,5.772,5.508,4.7718,5.178,12.448860315604913,-10.291060291060296,0.8766803039158373,,0.4586
celestia,2024-11-12,Series A&B Round,False,361616.44,0.036162,165764.98,5.133,,5.569,5.772,5.508,4.7718,5.178,12.448860315604913,-10.291060291060296,0.8766803039158373,,0.4586
celestia,2024-11-12,Seed Round,False,291863.01,0.029186,133790.01,5.133,,5.569,5.772,5.508,4.7718,5.178,12.448860315604913,-10.291060291060296,0.8766803039158373,,0.4586
celestia,2024-11-13,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.144,5.483,5.772,5.508,5.031,4.9033,4.9852,7.076205287713838,-9.491648511256358,-3.0870917573872525,,0.4586
celestia,2024-11-13,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.144,5.483,5.772,5.508,5.031,4.9033,4.9852,7.076205287713838,-9.491648511256358,-3.0870917573872525,,0.4586
celestia,2024-11-13,Series A&B Round,False,361616.44,0.036162,165764.98,5.144,5.483,5.772,5.508,5.031,4.9033,4.9852,7.076205287713838,-9.491648511256358,-3.0870917573872525,,0.4586
celestia,2024-11-13,Seed Round,False,291863.01,0.029186,133790.01,5.144,5.483,5.772,5.508,5.031,4.9033,4.9852,7.076205287713838,-9.491648511256358,-3.0870917573872525,,0.4586
celestia,2024-11-14,Initial Core Contributors,False,161534.25,0.016153,74047.3,,5.569,5.508,5.031,4.7718,5.178,5.494,,9.202941761081298,,,0.4586
celestia,2024-11-14,R&D & Ecosystem,False,183390.32,0.018339,84066.12,,5.569,5.508,5.031,4.7718,5.178,5.494,,9.202941761081298,,,0.4586
celestia,2024-11-14,Series A&B Round,False,361616.44,0.036162,165764.98,,5.569,5.508,5.031,4.7718,5.178,5.494,,9.202941761081298,,,0.4586
celestia,2024-11-14,Seed Round,False,291863.01,0.029186,133790.01,,5.569,5.508,5.031,4.7718,5.178,5.494,,9.202941761081298,,,0.4586
celestia,2024-11-15,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.483,5.772,5.031,4.7718,4.9033,4.9852,5.132,-12.971001276673352,7.548514187518335,-6.401604960787891,,0.4586
celestia,2024-11-15,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.483,5.772,5.031,4.7718,4.9033,4.9852,5.132,-12.971001276673352,7.548514187518335,-6.401604960787891,,0.4586
celestia,2024-11-15,Series A&B Round,False,361616.44,0.036162,165764.98,5.483,5.772,5.031,4.7718,4.9033,4.9852,5.132,-12.971001276673352,7.548514187518335,-6.401604960787891,,0.4586
celestia,2024-11-15,Seed Round,False,291863.01,0.029186,133790.01,5.483,5.772,5.031,4.7718,4.9033,4.9852,5.132,-12.971001276673352,7.548514187518335,-6.401604960787891,,0.4586
celestia,2024-11-16,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.569,5.508,4.7718,4.9033,5.178,5.494,4.9741,-11.953672113485368,1.4439255195480636,-10.68234871610702,,0.4586
celestia,2024-11-16,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.569,5.508,4.7718,4.9033,5.178,5.494,4.9741,-11.953672113485368,1.4439255195480636,-10.68234871610702,,0.4586
celestia,2024-11-16,Series A&B Round,False,361616.44,0.036162,165764.98,5.569,5.508,4.7718,4.9033,5.178,5.494,4.9741,-11.953672113485368,1.4439255195480636,-10.68234871610702,,0.4586
celestia,2024-11-16,Seed Round,False,291863.01,0.029186,133790.01,5.569,5.508,4.7718,4.9033,5.178,5.494,4.9741,-11.953672113485368,1.4439255195480636,-10.68234871610702,,0.4586
celestia,2024-11-17,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.772,5.031,4.9033,5.178,4.9852,5.132,,-10.291060291060296,,,,0.4586
celestia,2024-11-17,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.772,5.031,4.9033,5.178,4.9852,5.132,,-10.291060291060296,,,,0.4586
celestia,2024-11-17,Series A&B Round,False,361616.44,0.036162,165764.98,5.772,5.031,4.9033,5.178,4.9852,5.132,,-10.291060291060296,,,,0.4586
celestia,2024-11-17,Seed Round,False,291863.01,0.029186,133790.01,5.772,5.031,4.9033,5.178,4.9852,5.132,,-10.291060291060296,,,,0.4586
celestia,2024-11-18,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.508,4.7718,5.178,4.9852,5.494,4.9741,5.673,-9.491648511256358,13.796838642381454,2.995642701525055,,0.4586
celestia,2024-11-18,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.508,4.7718,5.178,4.9852,5.494,4.9741,5.673,-9.491648511256358,13.796838642381454,2.995642701525055,,0.4586
celestia,2024-11-18,Series A&B Round,False,361616.44,0.036162,165764.98,5.508,4.7718,5.178,4.9852,5.494,4.9741,5.673,-9.491648511256358,13.796838642381454,2.995642701525055,,0.4586
celestia,2024-11-18,Seed Round,False,291863.01,0.029186,133790.01,5.508,4.7718,5.178,4.9852,5.494,4.9741,5.673,-9.491648511256358,13.796838642381454,2.995642701525055,,0.4586
celestia,2024-11-19,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.031,4.9033,4.9852,5.494,5.132,,7.09,9.202941761081298,29.049872588278124,40.926257205326976,,0.4586
celestia,2024-11-19,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.031,4.9033,4.9852,5.494,5.132,,7.09,9.202941761081298,29.049872588278124,40.926257205326976,,0.4586
celestia,2024-11-19,Series A&B Round,False,361616.44,0.036162,165764.98,5.031,4.9033,4.9852,5.494,5.132,,7.09,9.202941761081298,29.049872588278124,40.926257205326976,,0.4586
celestia,2024-11-19,Seed Round,False,291863.01,0.029186,133790.01,5.031,4.9033,4.9852,5.494,5.132,,7.09,9.202941761081298,29.049872588278124,40.926257205326976,,0.4586
celestia,2024-11-20,Initial Core Contributors,False,161534.25,0.016153,74047.3,4.7718,5.178,5.494,5.132,4.9741,5.673,7.793,7.548514187518335,51.851130163678896,63.31363426799113,,0.4586
celestia,2024-11-20,R&D & Ecosystem,False,183390.32,0.018339,84066.12,4.7718,5.178,5.494,5.132,4.9741,5.673,7.793,7.548514187518335,51.851130163678896,63.31363426799113,,0.4586
celestia,2024-11-20,Series A&B Round,False,361616.44,0.036162,165764.98,4.7718,5.178,5.494,5.132,4.9741,5.673,7.793,7.548514187518335,51.851130163678896,63.31363426799113,,0.4586
celestia,2024-11-20,Seed Round,False,291863.01,0.029186,133790.01,4.7718,5.178,5.494,5.132,4.9741,5.673,7.793,7.548514187518335,51.851130163678896,63.31363426799113,,0.4586
celestia,2024-11-21,Initial Core Contributors,False,161534.25,0.016153,74047.3,4.9033,4.9852,5.132,4.9741,,7.09,7.762,1.4439255195480636,56.04833035121931,58.30155201598923,,0.4586
celestia,2024-11-21,R&D & Ecosystem,False,183390.32,0.018339,84066.12,4.9033,4.9852,5.132,4.9741,,7.09,7.762,1.4439255195480636,56.04833035121931,58.30155201598923,,0.4586
celestia,2024-11-21,Series A&B Round,False,361616.44,0.036162,165764.98,4.9033,4.9852,5.132,4.9741,,7.09,7.762,1.4439255195480636,56.04833035121931,58.30155201598923,,0.4586
celestia,2024-11-21,Seed Round,False,291863.01,0.029186,133790.01,4.9033,4.9852,5.132,4.9741,,7.09,7.762,1.4439255195480636,56.04833035121931,58.30155201598923,,0.4586
celestia,2024-11-22,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.178,5.494,4.9741,,5.673,7.793,8.1,,,56.431054461181915,,0.4586
celestia,2024-11-22,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.178,5.494,4.9741,,5.673,7.793,8.1,,,56.431054461181915,,0.4586
celestia,2024-11-22,Series A&B Round,False,361616.44,0.036162,165764.98,5.178,5.494,4.9741,,5.673,7.793,8.1,,,56.431054461181915,,0.4586
celestia,2024-11-22,Seed Round,False,291863.01,0.029186,133790.01,5.178,5.494,4.9741,,5.673,7.793,8.1,,,56.431054461181915,,0.4586
celestia,2024-11-23,Initial Core Contributors,False,161534.25,0.016153,74047.3,4.9852,5.132,,5.673,7.09,7.762,7.974,13.796838642381454,40.56054997355897,59.95346224825484,,0.4586
celestia,2024-11-23,R&D & Ecosystem,False,183390.32,0.018339,84066.12,4.9852,5.132,,5.673,7.09,7.762,7.974,13.796838642381454,40.56054997355897,59.95346224825484,,0.4586
celestia,2024-11-23,Series A&B Round,False,361616.44,0.036162,165764.98,4.9852,5.132,,5.673,7.09,7.762,7.974,13.796838642381454,40.56054997355897,59.95346224825484,,0.4586
celestia,2024-11-23,Seed Round,False,291863.01,0.029186,133790.01,4.9852,5.132,,5.673,7.09,7.762,7.974,13.796838642381454,40.56054997355897,59.95346224825484,,0.4586
celestia,2024-11-24,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.494,4.9741,5.673,7.09,7.793,8.1,8.182,29.049872588278124,15.401974612129768,48.92610120131054,,0.4586
celestia,2024-11-24,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.494,4.9741,5.673,7.09,7.793,8.1,8.182,29.049872588278124,15.401974612129768,48.92610120131054,,0.4586
celestia,2024-11-24,Series A&B Round,False,361616.44,0.036162,165764.98,5.494,4.9741,5.673,7.09,7.793,8.1,8.182,29.049872588278124,15.401974612129768,48.92610120131054,,0.4586
celestia,2024-11-24,Seed Round,False,291863.01,0.029186,133790.01,5.494,4.9741,5.673,7.09,7.793,8.1,8.182,29.049872588278124,15.401974612129768,48.92610120131054,,0.4586
celestia,2024-11-25,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.132,,7.09,7.793,7.762,7.974,7.992,51.851130163678896,2.5535737200051307,55.72876071706938,,0.4586
celestia,2024-11-25,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.132,,7.09,7.793,7.762,7.974,7.992,51.851130163678896,2.5535737200051307,55.72876071706938,,0.4586
celestia,2024-11-25,Series A&B Round,False,361616.44,0.036162,165764.98,5.132,,7.09,7.793,7.762,7.974,7.992,51.851130163678896,2.5535737200051307,55.72876071706938,,0.4586
celestia,2024-11-25,Seed Round,False,291863.01,0.029186,133790.01,5.132,,7.09,7.793,7.762,7.974,7.992,51.851130163678896,2.5535737200051307,55.72876071706938,,0.4586
celestia,2024-11-26,Initial Core Contributors,False,161534.25,0.016153,74047.3,4.9741,5.673,7.793,7.762,8.1,8.182,8.432,56.04833035121931,8.63179592888432,69.5181037775678,,0.4586
celestia,2024-11-26,R&D & Ecosystem,False,183390.32,0.018339,84066.12,4.9741,5.673,7.793,7.762,8.1,8.182,8.432,56.04833035121931,8.63179592888432,69.5181037775678,,0.4586
celestia,2024-11-26,Series A&B Round,False,361616.44,0.036162,165764.98,4.9741,5.673,7.793,7.762,8.1,8.182,8.432,56.04833035121931,8.63179592888432,69.5181037775678,,0.4586
celestia,2024-11-26,Seed Round,False,291863.01,0.029186,133790.01,4.9741,5.673,7.793,7.762,8.1,8.182,8.432,56.04833035121931,8.63179592888432,69.5181037775678,,0.4586
celestia,2024-11-27,Initial Core Contributors,False,161534.25,0.016153,74047.3,,7.09,7.762,8.1,7.974,7.992,8.003,,-1.197530864197525,,,0.4586
celestia,2024-11-27,R&D & Ecosystem,False,183390.32,0.018339,84066.12,,7.09,7.762,8.1,7.974,7.992,8.003,,-1.197530864197525,,,0.4586
celestia,2024-11-27,Series A&B Round,False,361616.44,0.036162,165764.98,,7.09,7.762,8.1,7.974,7.992,8.003,,-1.197530864197525,,,0.4586
celestia,2024-11-27,Seed Round,False,291863.01,0.029186,133790.01,,7.09,7.762,8.1,7.974,7.992,8.003,,-1.197530864197525,,,0.4586
celestia,2024-11-28,Initial Core Contributors,False,161534.25,0.016153,74047.3,5.673,7.793,8.1,7.974,8.182,8.432,7.632,40.56054997355897,-4.288939051918742,34.531993654151236,,0.4586
celestia,2024-11-28,R&D & Ecosystem,False,183390.32,0.018339,84066.12,5.673,7.793,8.1,7.974,8.182,8.432,7.632,40.56054997355897,-4.288939051918742,34.531993654151236,,0.4586
celestia,2024-11-28,Series A&B Round,False,361616.44,0.036162,165764.98,5.673,7.793,8.1,7.974,8.182,8.432,7.632,40.56054997355897,-4.288939051918742,34.531993654151236,,0.4586
celestia,2024-11-28,Seed Round,False,291863.01,0.029186,133790.01,5.673,7.793,8.1,7.974,8.182,8.432,7.632,40.56054997355897,-4.288939051918742,34.531993654151236,,0.4586
celestia,2024-11-29,Initial Core Contributors,False,161534.25,0.016153,74047.3,7.09,7.762,7.974,8.182,7.992,8.003,8.157,15.401974612129768,-0.3055487655829914,15.049365303244008,,0.4586
celestia,2024-11-29,R&D & Ecosystem,False,183390.32,0.018339,84066.12,7.09,7.762,7.974,8.182,7.992,8.003,8.157,15.401974612129768,-0.3055487655829914,15.049365303244008,,0.4586
celestia,2024-11-29,Series A&B Round,False,361616.44,0.036162,165764.98,7.09,7.762,7.974,8.182,7.992,8.003,8.157,15.401974612129768,-0.3055487655829914,15.049365303244008,,0.4586
celestia,2024-11-29,Seed Round,False,291863.01,0.029186,133790.01,7.09,7.762,7.974,8.182,7.992,8.003,8.157,15.401974612129768,-0.3055487655829914,15.049365303244008,,0.4586
celestia,2024-11-30,Initial Core Contributors,False,161534.25,0.016153,74047.3,7.793,8.1,8.182,7.992,8.432,7.632,8.318,2.5535737200051307,4.079079079079075,6.736815090465796,,0.4586
celestia,2024-11-30,R&D & Ecosystem,False,183390.32,0.018339,84066.12,7.793,8.1,8.182,7.992,8.432,7.632,8.318,2.5535737200051307,4.079079079079075,6.736815090465796,,0.4586
celestia,2024-11-30,Series A&B Round,False,361616.44,0.036162,165764.98,7.793,8.1,8.182,7.992,8.432,7.632,8.318,2.5535737200051307,4.079079079079075,6.736815090465796,,0.4586
celestia,2024-11-30,Seed Round,False,291863.01,0.029186,133790.01,7.793,8.1,8.182,7.992,8.432,7.632,8.318,2.5535737200051307,4.079079079079075,6.736815090465796,,0.4586
celestia,2024-12-01,Initial Core Contributors,False,161534.25,0.016153,74047.3,7.762,7.974,7.992,8.432,8.003,8.157,8.207,8.63179592888432,-2.6684060721062575,5.733058490079892,,0.4586
celestia,2024-12-01,R&D & Ecosystem,False,183390.32,0.018339,84066.12,7.762,7.974,7.992,8.432,8.003,8.157,8.207,8.63179592888432,-2.6684060721062575,5.733058490079892,,0.4586
celestia,2024-12-01,Series A&B Round,False,361616.44,0.036162,165764.98,7.762,7.974,7.992,8.432,8.003,8.157,8.207,8.63179592888432,-2.6684060721062575,5.733058490079892,,0.4586
celestia,2024-12-01,Seed Round,False,291863.01,0.029186,133790.01,7.762,7.974,7.992,8.432,8.003,8.157,8.207,8.63179592888432,-2.6684060721062575,5.733058490079892,,0.4586
celestia,2024-12-02,Initial Core Contributors,False,161534.25,0.016153,74047.3,8.1,8.182,8.432,8.003,7.632,8.318,8.801,-1.197530864197525,9.971260777208547,8.654320987654328,,0.4586
celestia,2024-12-02,R&D & Ecosystem,False,183390.32,0.018339,84066.12,8.1,8.182,8.432,8.003,7.632,8.318,8.801,-1.197530864197525,9.971260777208547,8.654320987654328,,0.4586
celestia,2024-12-02,Series A&B Round,False,361616.44,0.036162,165764.98,8.1,8.182,8.432,8.003,7.632,8.318,8.801,-1.197530864197525,9.971260777208547,8.654320987654328,,0.4586
celestia,2024-12-02,Seed Round,False,291863.01,0.029186,133790.01,8.1,8.182,8.432,8.003,7.632,8.318,8.801,-1.197530864197525,9.971260777208547,8.654320987654328,,0.4586
celestia,2024-12-03,Initial Core Contributors,False,161534.25,0.016153,74047.3,7.974,7.992,8.003,7.632,8.157,8.207,8.491,-4.288939051918742,11.25524109014675,6.4835716077251,,0.4586
celestia,2024-12-03,R&D & Ecosystem,False,183390.32,0.018339,84066.12,7.974,7.992,8.003,7.632,8.157,8.207,8.491,-4.288939051918742,11.25524109014675,6.4835716077251,,0.4586
celestia,2024-12-03,Series A&B Round,False,361616.44,0.036162,165764.98,7.974,7.992,8.003,7.632,8.157,8.207,8.491,-4.288939051918742,11.25524109014675,6.4835716077251,,0.4586
celestia,2024-12-03,Seed Round,False,291863.01,0.029186,133790.01,7.974,7.992,8.003,7.632,8.157,8.207,8.491,-4.288939051918742,11.25524109014675,6.4835716077251,,0.4586
celestia,2024-12-04,Initial Core Contributors,False,161534.25,0.016153,74047.3,8.182,8.432,7.632,8.157,8.318,8.801,8.307,-0.3055487655829914,1.8389113644722368,1.5277438279149351,,0.4586
celestia,2024-12-04,R&D & Ecosystem,False,183390.32,0.018339,84066.12,8.182,8.432,7.632,8.157,8.318,8.801,8.307,-0.3055487655829914,1.8389113644722368,1.5277438279149351,,0.4586
celestia,2024-12-04,Series A&B Round,False,361616.44,0.036162,165764.98,8.182,8.432,7.632,8.157,8.318,8.801,8.307,-0.3055487655829914,1.8389113644722368,1.5277438279149351,,0.4586
celestia,2024-12-04,Seed Round,False,291863.01,0.029186,133790.01,8.182,8.432,7.632,8.157,8.318,8.801,8.307,-0.3055487655829914,1.8389113644722368,1.5277438279149351,,0.4586
celestia,2024-12-05,Initial Core Contributors,False,161534.25,0.016153,74047.3,7.992,8.003,8.157,8.318,8.207,8.491,6.544,4.079079079079075,-21.327242125510942,-18.118118118118122,,0.4586
